State Name,Constituency Name,Candidates Name,Party Name,Party Type,Votes Secured,% Of Votes Secured - Over Total Electors In Constituency,% Of Votes Secured - Over Total Valid Votes In Constituency,Status,Total Valid Votes,Total Electors In Constituency
West Bengal,Barasat (GEN),Smritikana Haoladar,BSP,N,5787,0.3,0.38,FD,1514709,1907604
West Bengal,Barasat (GEN),Sefali Dey,BNARP,U,2252,0.12,0.15,FD,1514709,1907604
West Bengal,Basirhat (GEN),Rekha Patra,BJP,N,470215,26.04,30.97,L,1518153,1805874
West Bengal,Basirhat (GEN),Priyama Das,IND,Z,6620,0.37,0.44,FD,1518153,1805874
West Bengal,Jaynagar (SC),Pratima Mondal,AITC,S,894312,48.46,60.72,W,1472843,1845363
West Bengal,Jaynagar (SC),Pratima Mondal,IND,Z,2079,0.11,0.14,FD,1472843,1845363
West Bengal,Jadavpur (GEN),Sayani Ghosh,AITC,S,717899,35.29,46.05,W,1559094,2034251
West Bengal,Jadavpur (GEN),Kalpana Naskar Datta,SUCI,U,4451,0.22,0.29,FD,1559094,2034251
West Bengal,Jadavpur (GEN),Tanushree Mondal,IND,Z,2427,0.12,0.16,FD,1559094,2034251
West Bengal,Jadavpur (GEN),Purnima Debnath,IND,Z,1325,0.07,0.08,FD,1559094,2034251
West Bengal,Kolkata Dakshin (GEN),Debasree Chaudhuri,BJP,N,428043,23.14,34.6,L,1237054,1850115
West Bengal,Kolkata Dakshin (GEN),Firoza Khatun,BSP,N,3975,0.21,0.32,FD,1237054,1850115
West Bengal,Kolkata Dakshin (GEN),Mala Roy,AITC,S,615274,33.26,49.74,W,1237054,1850115
West Bengal,Kolkata Dakshin (GEN),Saira Shah Halim,CPI(M),N,168531,9.11,13.62,FD,1237054,1850115
West Bengal,Kolkata Dakshin (GEN),Yasmin Islam,SDPI,U,985,0.05,0.08,FD,1237054,1850115
West Bengal,Kolkata Dakshin (GEN),Mumtaz Ali,IND,Z,1969,0.11,0.16,FD,1237054,1850115
West Bengal,Kolkata Dakshin (GEN),Sanjana Ram,IND,Z,1056,0.06,0.09,FD,1237054,1850115
West Bengal,Kolkata Uttar (GEN),Smt. Rinku Gupta,PPOI,U,659,0.04,0.07,FD,948389,1505686
West Bengal,Kolkata Uttar (GEN),Sampa Guha,BNARP,U,916,0.06,0.1,FD,948389,1505686
West Bengal,Kolkata Uttar (GEN),Pranati Paul,IND,Z,2272,0.15,0.24,FD,948389,1505686
West Bengal,Howrah (GEN),Shampa Das,BNARP,U,2065,0.12,0.16,FD,1261712,1769973
West Bengal,Uluberia (GEN),Sajda Ahmed,AITC,S,724622,41.59,52.53,W,1379476,1742388
West Bengal,Sreerampur (GEN),Dipsita Dhar,CPI(M),N,239146,12.4,16.36,FD,1461498,1928256
West Bengal,Sreerampur (GEN),Supriya Biswas,BSP,N,3589,0.19,0.25,FD,1461498,1928256
West Bengal,Hooghly (GEN),Rachna Banerjee,AITC,S,702744,37.78,46.72,W,1504159,1860103
West Bengal,Hooghly (GEN),Locket Chatterjee,BJP,N,625891,33.65,41.61,L,1504159,1860103
West Bengal,Hooghly (GEN),Ajanta Sarkar,BNJD,U,3639,0.2,0.24,FD,1504159,1860103
West Bengal,Hooghly (GEN),Sanchita Bera,IND,Z,2649,0.14,0.18,FD,1504159,1860103
West Bengal,Arambag (SC),Bag Mitali,AITC,S,712587,37.8,46.24,W,1541048,1885001
West Bengal,Tamluk (GEN),Sabitri Bishai,BSP,N,3754,0.2,0.24,FD,1569054,1853363
West Bengal,Kanthi (GEN),Urbasi Banerjee,INC,N,31122,1.73,2.04,FD,1522863,1797658
West Bengal,Jhargram (ST),Sonamani Tudu,CPI(M),N,77302,4.34,5.24,FD,1474923,1782435
West Bengal,Medinipur (GEN),Agnimitra Paul,BJP,N,675001,37.23,45.95,L,1469139,1813205
West Bengal,Medinipur (GEN),June Maliah,AITC,S,702192,38.73,47.8,W,1469139,1813205
West Bengal,Medinipur (GEN),Anindita Jana,SUCI,U,9791,0.54,0.67,FD,1469139,1813205
West Bengal,Purulia (GEN),Susmita Mahato,SUCI,U,6109,0.33,0.43,FD,1416089,1825625
West Bengal,Bankura (GEN),Dipa Bouri,BSP,N,8796,0.49,0.62,FD,1421465,1785138
West Bengal,Bishnupur (SC),Sujata Mondal,AITC,S,674563,38.36,45.13,L,1494740,1758481
West Bengal,Bardhaman Purba (SC),Dr. Sharmila Sarkar,AITC,S,720302,39.94,48.52,W,1484613,1803240
West Bengal,Bardhaman Purba (SC),Sharmila Sarkar,IND,Z,4893,0.27,0.33,FD,1484613,1803240
West Bengal,Bardhaman-Durgapur (GEN),Reena Leong,IND,Z,3111,0.17,0.21,FD,1480178,1853336
West Bengal,Asansol (GEN),Jahanara Khan,CPI(M),N,105964,5.98,8.24,FD,1286030,1771875
West Bengal,Asansol (GEN),Dipika Bauri,IND,Z,10647,0.6,0.83,FD,1286030,1771875
West Bengal,Bolpur (SC),Piya Saha,BJP,N,528380,28.68,35.07,L,1506748,1842192
West Bengal,Bolpur (SC),Shyamali Pradhan,CPI(M),N,99383,5.39,6.6,FD,1506748,1842192
West Bengal,Birbhum (GEN),Satabdi Roy,AITC,S,717961,38.61,47.44,W,1513339,1859447
West Bengal,Birbhum (GEN),Ayesha Khatun,SUCI,U,6779,0.36,0.45,FD,1513339,1859447
West Bengal,Birbhum (GEN),Dola Sarkar,INSAF,U,2033,0.11,0.13,FD,1513339,1859447
West Bengal,Birbhum (GEN),Lakshmi Hembrom,APoI,U,7687,0.41,0.51,FD,1513339,1859447
Chhattisgarh,SURGUJA (ST),Shashi Singh Koram,INC,N,648378,35.61,45.43,L,1427148,1820880
Chhattisgarh,SURGUJA (ST),Kanta Minj,AKBRPRVP,U,4016,0.22,0.28,FD,1427148,1820880
Chhattisgarh,SURGUJA (ST),Urmila Singh,IND,Z,5784,0.32,0.41,FD,1427148,1820880
Chhattisgarh,RAIGARH (ST),Dr. Menka Devi Singh,INC,N,567884,30.85,39.49,L,1437943,1840847
Chhattisgarh,RAIGARH (ST),Pooja Sidar,IND,Z,4167,0.23,0.29,FD,1437943,1840847
Chhattisgarh,JANJGIR-CHAMPA (SC),Kamlesh Jangde,BJP,N,678199,32.95,48.89,W,1387103,2058260
Chhattisgarh,JANJGIR-CHAMPA (SC),Brinda Chauhan,cvgrp,U,924,0.04,0.07,FD,1387103,2058260
Chhattisgarh,JANJGIR-CHAMPA (SC),Vijaylaxmi Suryawanshi Nat,ASSP,U,1422,0.07,0.1,FD,1387103,2058260
Chhattisgarh,JANJGIR-CHAMPA (SC),Mina Chauhan,IND,Z,2931,0.14,0.21,FD,1387103,2058260
Chhattisgarh,JANJGIR-CHAMPA (SC),Vidya Devi Soni,IND,Z,4881,0.24,0.35,FD,1387103,2058260
Chhattisgarh,JANJGIR-CHAMPA (SC),Sima Mahilange,IND,Z,1336,0.06,0.1,FD,1387103,2058260
Chhattisgarh,KORBA (GEN),Jyotsna Charandas Mahant,INC,N,570182,35.2,46.77,W,1219216,1620051
Chhattisgarh,KORBA (GEN),Saroj Pandey,BJP,N,526899,32.52,43.22,L,1219216,1620051
Chhattisgarh,KORBA (GEN),Priyanka Patel,RPI(A),U,1204,0.07,0.1,FD,1219216,1620051
Chhattisgarh,KORBA (GEN),Rekha Tiwari,cvgrp,U,1294,0.08,0.11,FD,1219216,1620051
Chhattisgarh,KORBA (GEN),Kaushalya Bai Porte,IND,Z,3632,0.22,0.3,FD,1219216,1620051
Chhattisgarh,KORBA (GEN),Shanti Bai Maravi,IND,Z,861,0.05,0.07,FD,1219216,1620051
Chhattisgarh,BILASPUR (GEN),Deepmala Chouhan,cvgrp,U,565,0.03,0.04,FD,1358501,2103937
Chhattisgarh,RAJNANDGAON (GEN),Lalita Kanwar,HMR,U,2149,0.11,0.15,FD,1436212,1869229
Chhattisgarh,RAJNANDGAON (GEN),Triveni Padoti,IND,Z,1613,0.09,0.11,FD,1436212,1869229
Chhattisgarh,DURG (GEN),Dr. Anju Keme,ESBD,U,5241,0.25,0.34,FD,1537170,2092551
Chhattisgarh,DURG (GEN),Pushpa Mairisha,APoI,U,1561,0.07,0.1,FD,1537170,2092551
Chhattisgarh,DURG (GEN),Savita Shailendra Banjare,SSBD,U,1396,0.07,0.09,FD,1537170,2092551
Chhattisgarh,RAIPUR (GEN),Mamta Rani Sahu,BSP,N,9299,0.39,0.59,FD,1582307,2376030
Chhattisgarh,RAIPUR (GEN),Savita Shailendra Banjare,SSBD,U,8768,0.37,0.55,FD,1582307,2376030
Chhattisgarh,RAIPUR (GEN),Nuri Khan,IND,Z,252,0.01,0.02,FD,1582307,2376030
Chhattisgarh,RAIPUR (GEN),Nandni Nayak,IND,Z,337,0.01,0.02,FD,1582307,2376030
Chhattisgarh,RAIPUR (GEN),Radheshwari Gaikwad,IND,Z,4630,0.19,0.29,FD,1582307,2376030
Chhattisgarh,MAHASAMUND (GEN),Roop Kumari Choudhary,BJP,N,703659,39.9,53.22,W,1322240,1763698
Jharkhand,Rajmahal (ST),Mariyam Marandi,BSP,N,8259,0.48,0.69,FD,1200032,1705708
Jharkhand,Rajmahal (ST),Lili Hansda,SAP,U,2689,0.16,0.22,FD,1200032,1705708
Jharkhand,Rajmahal (ST),Dipa Tudu,IND,Z,6856,0.4,0.57,FD,1200032,1705708
Jharkhand,Dumka (ST),Sita Murmu,BJP,N,524843,32.96,44.49,L,1179606,1592192
Jharkhand,Dumka (ST),Munni Hansda,SAP,U,1758,0.11,0.15,FD,1179606,1592192
Jharkhand,Dumka (ST),Babylata Tudu,IND,Z,19360,1.22,1.64,FD,1179606,1592192
Jharkhand,Dumka (ST),Sushanti Hembrom,IND,Z,5152,0.32,0.44,FD,1179606,1592192
Jharkhand,Godda (GEN),Kumari Dileshwari,APoI,U,6581,0.32,0.47,FD,1393843,2030444
Jharkhand,Kodarma (GEN),Annpurna Devi,BJP,N,791657,35.86,59.62,W,1327812,2207845
Jharkhand,Giridih (GEN),Usha Singh,IND,Z,3761,0.2,0.3,FD,1258789,1866763
Jharkhand,Giridih (GEN),Kalawati Devi,IND,Z,5430,0.29,0.43,FD,1258789,1866763
Jharkhand,Giridih (GEN),Sunita Tudu,IND,Z,10944,0.59,0.87,FD,1258789,1866763
Jharkhand,Dhanbad (GEN),Anupama Singh,INC,N,457589,19.98,32.21,L,1420653,2290354
Jharkhand,Dhanbad (GEN),Anindita Das,IND,Z,2674,0.12,0.19,FD,1420653,2290354
Jharkhand,Dhanbad (GEN),Lakshmi Devi,IND,Z,2605,0.11,0.18,FD,1420653,2290354
Jharkhand,Ranchi (GEN),Yashaswini Sahay,INC,N,544220,24.71,37.8,L,1439628,2202528
Jharkhand,Ranchi (GEN),Ranjana Giri,RPI(A),U,3208,0.15,0.22,FD,1439628,2202528
Jharkhand,Ranchi (GEN),Sarweshwari Sahu,ESBD,U,4802,0.22,0.33,FD,1439628,2202528
Jharkhand,Ranchi (GEN),Hemnti Devi,SAP,U,4080,0.19,0.28,FD,1439628,2202528
Jharkhand,Jamshedpur (GEN),Sanaka Mahato,SUCI,U,3175,0.17,0.25,FD,1270303,1871388
Jharkhand,Jamshedpur (GEN),Parwati Kisku,IND,Z,988,0.05,0.08,FD,1270303,1871388
Jharkhand,Singhbhum (ST),Geeta Kora,BJP,N,351762,24.27,35.76,L,983615,1449471
Jharkhand,Singhbhum (ST),Joba Majhi,JMM,S,520164,35.89,52.88,W,983615,1449471
Jharkhand,Singhbhum (ST),Panmani Singh,SUCI,U,1801,0.12,0.18,FD,983615,1449471
Jharkhand,Singhbhum (ST),Sudha Rani Besra,PPID,U,2409,0.17,0.24,FD,983615,1449471
Jharkhand,Singhbhum (ST),Asha Kumari Runda,IND,Z,2754,0.19,0.28,FD,983615,1449471
Jharkhand,Khunti (ST),Savitri Devi,BSP,N,12300,0.93,1.34,FD,914763,1329423
Jharkhand,Khunti (ST),Arpana Hans,JKP,U,8532,0.64,0.93,FD,914763,1329423
Jharkhand,Khunti (ST),Babita Kachhap,BHRTADVSIP,U,4594,0.35,0.5,FD,914763,1329423
Jharkhand,Palamu (SC),Mamta Bhuiyan,RJD,S,481555,21.42,35.24,L,1366395,2248082
Jharkhand,Hazaribagh (GEN),Chhathi Devi,AKBRPRVP,U,3316,0.17,0.26,FD,1257467,1942771
Uttarakhand,Tehri Garhwal (GEN),Mala Rajya Lakshmi Shah,BJP,N,462603,29.08,54.13,W,854583,1590526
Uttarakhand,Garhwal (GEN),Reshma Panwar,SUCI,U,1293,0.09,0.18,FD,726056,1404233
Uttarakhand,Garhwal (GEN),Sureshi Devi,PPID,U,1512,0.11,0.21,FD,726056,1404233
Uttarakhand,Almora (SC),Kiran Arya,UPP,U,5778,0.42,0.89,FD,651478,1368432
Telangana,Adilabad (ST),Athram Suguna,INC,N,477516,28.9,39.02,L,1223835,1652394
Telangana,Adilabad (ST),Gangadevi Mesram,DHRMSMJP,U,3468,0.21,0.28,FD,1223835,1652394
Telangana,Peddapalle (SC),Erugurala Bhagyalaxmi,PPOI,U,2125,0.13,0.2,FD,1089584,1597892
Telangana,Peddapalle (SC),A Sumalatha,AODRP,U,3783,0.24,0.35,FD,1089584,1597892
Telangana,Karimnagar (GEN),Aruna Thallapally,AODRP,U,9064,0.5,0.69,FD,1307414,1798168
Telangana,Karimnagar (GEN),Gavvala Laxmi,IND,Z,1744,0.1,0.13,FD,1307414,1798168
Telangana,Karimnagar (GEN),Manasa Perala,IND,Z,1125,0.06,0.09,FD,1307414,1798168
Telangana,Nizamabad (GEN),Ganta Charitha Rao,IND,Z,5710,0.33,0.46,FD,1229098,1705591
Telangana,Zahirabad (GEN),Chavagani Mani,AODRP,U,6309,0.38,0.51,FD,1233616,1642425
Telangana,Medak (GEN),Nagamani Acha,IND,Z,1540,0.08,0.11,FD,1381622,1828717
Telangana,Malkajgiri (GEN),Anitha Reddy Sheelam,BSP,N,4779,0.13,0.25,FD,1920477,3780453
Telangana,Malkajgiri (GEN),Patnam Suneetha Mahender Reddy,INC,N,599567,15.86,31.22,L,1920477,3780453
Telangana,Malkajgiri (GEN),Banjapally Sudha Rani,IND,Z,1069,0.03,0.06,FD,1920477,3780453
Telangana,Secunderabad (GEN),Ganesh Bhargavi Gunde,JBNP,U,223,0.01,0.02,FD,1042493,2120550
Telangana,Secunderabad (GEN),Gowlikar Sony,SJPI,U,272,0.01,0.03,FD,1042493,2120550
Telangana,Secunderabad (GEN),B . Sunitha Rani,SP(I),U,133,0.01,0.01,FD,1042493,2120550
Telangana,Secunderabad (GEN),Bommakanti Sowmya,PPOI,U,205,0.01,0.02,FD,1042493,2120550
Telangana,Secunderabad (GEN),Boggula Suniithha,IND,Z,418,0.02,0.04,FD,1042493,2120550
Telangana,Secunderabad (GEN),Reddymalla Parvathi,IND,Z,127,0.01,0.01,FD,1042493,2120550
Telangana,Secunderabad (GEN),V. K. Vijaya Lakshmi,IND,Z,216,0.01,0.02,FD,1042493,2120550
Telangana,Secunderabad (GEN),Sangala Flory,IND,Z,223,0.01,0.02,FD,1042493,2120550
Telangana,Hyderabad (GEN),Madhavi Latha Kompella,BJP,N,323894,14.61,30.06,L,1077418,2217305
Telangana,Hyderabad (GEN),Saraf Tulasi Gupta,PEP,U,281,0.01,0.03,FD,1077418,2217305
Telangana,Hyderabad (GEN),Dr.J.Padmaja,VCK,U,900,0.04,0.08,FD,1077418,2217305
Telangana,Hyderabad (GEN),Dr.Lubna Sarwath,VTRP,U,411,0.02,0.04,FD,1077418,2217305
Telangana,Chevella (GEN),Sridevi M,AODRP,U,2688,0.09,0.16,FD,1668931,2939057
Telangana,Chevella (GEN),Sahithi Dasari,IND,Z,1938,0.07,0.12,FD,1668931,2939057
Telangana,Mahbubnagar (GEN),Aruna. D. K,BJP,N,510747,30.33,41.8,W,1221748,1683709
Telangana,Mahbubnagar (GEN),Govindamma,IND,Z,2748,0.16,0.22,FD,1221748,1683709
Telangana,Mahbubnagar (GEN),Vijaya,IND,Z,596,0.04,0.05,FD,1221748,1683709
Telangana,Mahbubnagar (GEN),Sangepaga Sarojanamma,IND,Z,1565,0.09,0.13,FD,1221748,1683709
Telangana,Nagarkurnool (SC),Dasari Bharathi,VCK,U,730,0.04,0.06,FD,1214643,1739310
Telangana,Nagarkurnool (SC),Karne. Shireesha @ Barrelakka,IND,Z,3087,0.18,0.25,FD,1214643,1739310
Telangana,Nagarkurnool (SC),Galimudi Geetha,IND,Z,3147,0.18,0.26,FD,1214643,1739310
Telangana,Nalgonda (GEN),Racha Subhadra Reddy,SP(I),U,846,0.05,0.07,FD,1290238,1726204
Telangana,Bhongir (GEN),Racha Subhadra Reddy,SP(I),U,1465,0.08,0.1,FD,1396750,1809241
Telangana,Bhongir (GEN),Janga. Sujathanaveen Reddy,IND,Z,847,0.05,0.06,FD,1396750,1809241
Telangana,Warangal (SC),Kadiyam Kavya,INC,N,581294,31.84,46.15,W,1259566,1825492
Telangana,Warangal (SC),Kalpana Panja,BSP,N,9327,0.51,0.74,FD,1259566,1825492
Telangana,Warangal (SC),Kothapalli Savithri,MCPI,U,1023,0.06,0.08,FD,1259566,1825492
Telangana,Warangal (SC),Narmada Praveen,PPOI,U,1664,0.09,0.13,FD,1259566,1825492
Telangana,Warangal (SC),Bunga Jyothi Ramana,AHNP,U,4265,0.23,0.34,FD,1259566,1825492
Telangana,Warangal (SC),Chilumulla Sujatha,IND,Z,379,0.02,0.03,FD,1259566,1825492
Telangana,Warangal (SC),Prameela Jannu,IND,Z,3022,0.17,0.24,FD,1259566,1825492
Telangana,Warangal (SC),Roopa Polepaka,IND,Z,1659,0.09,0.13,FD,1259566,1825492
Telangana,Mahabubabad (ST),Kavitha Maloth,BHRS,S,263609,17.19,23.92,L,1102195,1533858
Telangana,Mahabubabad (ST),Koneti Sujatha,BSP,N,8093,0.53,0.73,FD,1102195,1533858
Telangana,Mahabubabad (ST),Burka Krishnaveni,SP(I),U,1448,0.09,0.13,FD,1102195,1533858
Telangana,Mahabubabad (ST),Ravva. Bhadramma,DHRMSMJP,U,2244,0.15,0.2,FD,1102195,1533858
Telangana,Mahabubabad (ST),Durga Palvancha,IND,Z,10119,0.66,0.92,FD,1102195,1533858
Andaman & Nicobar Islands,Andaman & Nicobar Islands (GEN),Usha Kumari,IND,Z,380,0.12,0.19,FD,200705,315745
Andaman & Nicobar Islands,Andaman & Nicobar Islands (GEN),Rinku Mala Mondal,IND,Z,542,0.17,0.27,FD,200705,315745
Chandigarh,Chandigarh (GEN),Ritu Singh,BSP,N,6708,1.02,1.5,FD,446363,660552
Chandigarh,Chandigarh (GEN),Rajinder Kaur,SaSP,U,217,0.03,0.05,FD,446363,660552
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli (ST),Delkar Kalaben Mohanbhai,BJP,N,121074,42.78,60.41,W,200437,283035
NCT OF Delhi,Chandni Chowk (GEN),Ritu Kaushik,SUCI,U,643,0.04,0.07,FD,960539,1646467
NCT OF Delhi,Chandni Chowk (GEN),Seema Rizvi,AZSP,U,1089,0.07,0.11,FD,960539,1646467
NCT OF Delhi,Chandni Chowk (GEN),Heena,PuPP,U,169,0.01,0.02,FD,960539,1646467
NCT OF Delhi,North-East Delhi (GEN),Nivedita Sharma “Prem”,RSTJLKPS,U,543,0.02,0.04,FD,1546858,2464397
NCT OF Delhi,North-East Delhi (GEN),Prakash Devi,SUCI,U,676,0.03,0.04,FD,1546858,2464397
NCT OF Delhi,North-East Delhi (GEN),Babita Yadav,ASPKR,U,646,0.03,0.04,FD,1546858,2464397
NCT OF Delhi,North-East Delhi (GEN),Sunita,NRCP,U,3518,0.14,0.23,FD,1546858,2464397
NCT OF Delhi,East Delhi (GEN),Arunima Gautam,IND,Z,751,0.04,0.06,FD,1258655,2121610
NCT OF Delhi,New Delhi (GEN),Bansuri Swaraj,BJP,N,453185,29.68,53.78,W,842655,1526694
NCT OF Delhi,New Delhi (GEN),Achla Jethmalani,JDKRP,U,1037,0.07,0.12,FD,842655,1526694
NCT OF Delhi,New Delhi (GEN),Punam Pandey,RLPI,U,641,0.04,0.08,FD,842655,1526694
NCT OF Delhi,New Delhi (GEN),Sandhya Thakkar,RTPP,U,486,0.03,0.06,FD,842655,1526694
NCT OF Delhi,North-West Delhi (SC),K M Kajal,PuPP,U,1342,0.05,0.09,FD,1478223,2569274
NCT OF Delhi,North-West Delhi (SC),Preeti,SamAP,U,503,0.02,0.03,FD,1478223,2569274
NCT OF Delhi,North-West Delhi (SC),Aditi,IND,Z,790,0.03,0.05,FD,1478223,2569274
NCT OF Delhi,North-West Delhi (SC),Pushpa Nagra,IND,Z,353,0.01,0.02,FD,1478223,2569274
NCT OF Delhi,West Delhi (GEN),Kamaljeet Sehrawat,BJP,N,842658,32.5,55.59,W,1515795,2592498
NCT OF Delhi,West Delhi (GEN),Vishakha,BSP,N,7964,0.31,0.53,FD,1515795,2592498
NCT OF Delhi,West Delhi (GEN),Madhu,AKBRPRVP,U,1059,0.04,0.07,FD,1515795,2592498
NCT OF Delhi,West Delhi (GEN),Meena Ujjainwal,PPID,U,756,0.03,0.05,FD,1515795,2592498
NCT OF Delhi,West Delhi (GEN),Anju Sharma,IND,Z,1267,0.05,0.08,FD,1515795,2592498
NCT OF Delhi,South Delhi (GEN),Rinki Sanyal,BSKRP,U,763,0.03,0.06,FD,1290037,2293698
NCT OF Delhi,South Delhi (GEN),Poonam Srivastava,IND,Z,958,0.04,0.07,FD,1290037,2293698
Puducherry,PUDUCHERRY (GEN),Dr. R. Menaga,NTK,U,39603,3.87,4.96,FD,798177,1024024
Puducherry,PUDUCHERRY (GEN),S. Kala,IND,Z,626,0.06,0.08,FD,798177,1024024
Puducherry,PUDUCHERRY (GEN),Nirmala Gopi,IND,Z,475,0.05,0.06,FD,798177,1024024
Jammu and Kashmir,BARAMULLA (GEN),Suraiya Nissar,IND,Z,21618,1.24,2.1,FD,1028916,1744525
Jammu and Kashmir,BARAMULLA (GEN),Shafeeqa Begum,IND,Z,6214,0.36,0.6,FD,1028916,1744525
Jammu and Kashmir,SRINAGAR (GEN),Rubina Akhter,NLP,U,2876,0.16,0.43,FD,669244,1748803
Jammu and Kashmir,SRINAGAR (GEN),Waheeda Tabasum Shah,IND,Z,1606,0.09,0.24,FD,669244,1748803
Jammu and Kashmir,Anantnag-Rajouri (GEN),Mehbooba Mufti,JKPDP,S,240042,12.98,23.54,L,1019925,1849517
Jammu and Kashmir,Anantnag-Rajouri (GEN),Gulshan Akhter,IND,Z,2807,0.15,0.28,FD,1019925,1849517
Jammu and Kashmir,Jammu (GEN),Shikha Bandral,NAUP,U,2937,0.16,0.23,FD,1297531,1818657
